ID,Date,Review
296,2016-9,"I've been a Passholder for about two years now going on three and I always have a fantastic time going to the parks. Since reopening after the pandemic, I've observed staff trying their absolute best to explain things to guests to keep them informed while directing them and still maintaining a Professional and Courteous atmosphere. Under stressful times and dealing with a good ordeal of new rules and procedures both for the guests and the staff, including masks, I've noticed the staff stepping up to the plate to not only do that but to continue to have upbeat and positive attitudes by and large across both main parks. I've had conversations with various staff at length and each time I could actually hear the smile beneath their mask. I'll continue to promote and speak highly of the parks to others due to this and look forward to many more years to come of being a Passholder!"
297,2016-9,I love the changes in architecture and feel as you move through the park. Each section feels unique. The park is very clean and most of the staff are very friendly.
298,2016-9,Went to both Disney and universal on this trip and I thought there was really no comparison. At Disney there was reduced capacity and staff who enforced the social distancing and mask policies. At universal that was non-existent. Most of the staff are teenagers and you see them so far in between that they have no control over the crowds. I had people on top of me on line without a mask for over an hour coughing away and they never got kicked out. People cutting in lines and cursing at each other on top of the drunk people made it a pretty terrible experience. Glad I made Disney my vacation and universal a side attraction.
299,2016-9,"First time at a big theme park during COVID. Universal has set some incredible protocols and I felt safe in the resort. There’s hand sanitizer everywhere and team members checking the mask mandate all the time. Excellent job, universal!!"
300,2016-9,"We visited Universal/Islands of Adventure February 12,13,14, 2021. This was a busy time with Valentines and President’s Day weekend. Two of those days, the park was at capacity. In order for us to go to the other park, we had to either take the train or the walkway over. You could not leave otherwise you might not be able to get back in.  What I love the most about Universal is, with a paid hopper pass admission, you are permitted to do every attraction that both these parks offer. (Unlike Disney’s Hollywood Studio’s virtual queue disaster) I’ll save that experience for THEIR review.  We haven’t been to Universal since 2012. So much has changed since then. I’ll be honest, I really do miss the classics there., Jaws, Disaster, Back to the Future. I understand the need to update and keep it fresh. The Harry Potter attractions where absolutely AMAZING. They paid attention to every single detail. Incredible! We appreciate the safety measures taken during these Covid times however, the dividers on the Kong ride prevent you from experiencing the full 3-D effect of the attraction. Hopefully in the future they will remove them.  We had a great time at both parks . We were thankful Florida is open for business! When we returned home I went on the Universal Studios Hollywood site to compare the attractions. Surprised to see they were not even open for business yet. Thank you Orlando, Florida.  We paid roughly $1,100. for our tickets (family of 4) These tickets were good for for a 5 day hooper. You definitely get the biggest bang for your buck here. If I had done it all over again, I would’ve paid a little more for the season pass which would allow you to stay on site at a 30% discount. Staying on site at their specific hotels also get you express passes! I will certainly do this next time for sure.  Just a tip for those planning to go. You will appreciate not having to wait in line."
301,2016-9,"We went during COVID and temperature check line BEFORE the line to get through security before the line to get into the park, was an absolute mess. People were cutting in line. There were fights. Just no control. It really put a frown on our face before even getting into the park. Once inside, the lines seem crazy long but that is due to social distancing. They move at a good speed."
302,2016-9,"I (Dad) took my two teenage daughters there in February 2021. Rides were quite impressive, even for an adult. Harry Potter was their primary draw and it was very well done. Most of the guests did a pretty good job with mask compliance, and with staying 6' apart in ride lines. However, out and about, especially in Harry Potter areas it was a packed. So if you are cautious (mask compliance, wash hands often, sanitize often) and in good health, then COVID may be a perk for going to Universal Studios for I have heard that it is always crowded during winter/ spring breaks. If you are not in the best of health or immune compromised, or think you will feel too anxious with the crowds, then you may want to wait until we have a better handle in COVID. Highly recommend Express Pass. It came as part of our hotel package and was well worth it. Lines got to 60- 120 minutes long on the weekends."
303,2016-9,They sent a squad of 6 security and one PD officer to drag us to Guest Services to fix their mistake!
304,2016-9,"Definitively worth the visit. This park is awesome!!!!! Great rides, great food selection and lines move fast."
305,2016-9,"The park is nice, but in February most of the restaurants and rides are closed. Then on top of that the big rides are shut down most of the time due to issues. This was not worth the time and hassle to visit universal studios. Should have gone to disney."
306,2016-9,"This was the first theme park we visited on our Orlando trip. We are a family of 3 with a 4 year old daughter. I had been when I was a kid but that was over 30 years ago and my husband has never been.  When you first walk into the park, there's a huge food court before you have to show your ticket. The restaurants all seemed to stay pretty busy so be prepared to wait a little bit for your food. There are some restaurants on the Universal app with mobile order available although I did not use that part of the app.  During our visit there was a Marti Gras theme so that was cool to see the floats on display and staff dressed up and throwing out beads to adults and kids alike.  Some of the things I wish I knew before going to the park...  1. I would highly recommend purchasing the Express pass in advance. We had no idea what this was. Basically you can buy the Express pass which allows you to go into a separate lane and minimize your wait times. At one point we saw at least 4 groups of Express pass people go before our line moved. It was a little angering. I looked into the purchasing the Express pass but it was too late because they were all sold out.  2. I had no clue what a virtual line was. They way it works is that you use the Universal app to find rides with a virtual line. You click on the virtual line and it gives you a window of about 30 minutes. Pick the window you want and you are ""in line"" virtually so all you do is show up within the window you signed up for. For me, it was about 4pm and I picked a 6:10-6:40 window. We signed up for the Mummy virtual line and was only in the physical line for about 15 minutes. It was so cool!  3. What the heck is child swap? I saw signs for that and finally learned that if you have a kid who isn't tall enough, both parents can stand in line with the kid. Once it's time to get on the ride, one parent goes on the ride while the other parent stays with the kid. Then the parent on the ride will get off and stay with the kid while the other parent rides the ride. It's nice so that the whole family can stay together.  4. I'd recommend having a poncho on hand before entering the park just in case a rain shower passes over during your visit. This happened to us and the rain only lasted about an hour. The rest of the day was beautiful.  5. Use the Universal app to see the wait times for each of the rides. The rides can have long wait times but we stayed until the park closed at 8pm. The lines are much shorter towards the end of the day so we were able to hop on the Mummy Ride and the Transformers Ride before we left. They were so awesome. My husband could not believe how cool they were. My daughter was able to ride Transformers and loved it.  6. Don't forget to bring an external battery charger for your phone. If you do forget, you can buy a fuel cell which is already charged for $30. I was stressed out about running out of juice on my phone later in the day and scaled back on using the app and taking pictures until I was able to get the phone charged up."
307,2016-10,"Unfortunately we wish we would have done something else with our day. Long lines- two hour waits (we didn’t pay extra for express pass) for rides. In 9 hours (and $400 plus for three people) we experienced two “rides”. Loved the Harry Potter area and the butter beer- some rides were “at capacity” and so we were turned away after waiting in line??? Even with long long long lines.  To be successful at Universal and see everything - you need to pay more to get the express tickets.  Rides were socially distant - lots of “hall monitors” who were reminding people about mask wearing at all times. People seen cleaning but without limiting access to the park overall- it just made lines longer and longer with socially distant rides.  At least the weather got better - after it poured with heavy rain that morning- but overall a waste of time and money. I was looking forward to going, it’s unfortunate that it wasn’t a better experience."
308,2016-10,You have to pay to use the lockers. Everything here was a money grab. It was PACKED even during a pandemic. At least some of the rides were fun.
309,2016-10,The Jason Bourne Stuntacular show was AWESOME!!! This is the BEST theme park show we’ve seen ever!!!!!
310,2016-10,"This was the worst trip to universal EVER!!!!!! , i had been going since 2009 but now me,my kids John and Karly (Karly 5,John ,6) and my husband Alex have decied to never return. Let's start at the begning of the day parking was REVOLTING!!!! almost no spaces my Karly started to weep saying we would miss our day there (it mad me angry that this places parking is so bad it made my lovely karlyWAIL) we finally it was a miracle wedid find a parking spot. we walked in side and i am so DISGUSTED with how many people there is DO THEY WANT TO KILL US WITH CORONAVIRUS I GUESS THEY DO UGHHHHHHHHHHHHHHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!! so on to more of our horrible day we decied to wash our hands before we enter and i had to hold in from PUKING ewwwwww. John said it was nasty...... We try to do the et adventure and it looked like it was from the 1800s HORRIBLE UGH WE ALL HATED IT!!!! only had rode one ride and we are already regretting speneding mony on this DEATHTRAP. we decied to go to harry potter IT WAS LAME.Next foodtook too long so we just gotsome tacos which were nast grrrrrr. we rode""rides"" which weremore simulations which disgusetd me and my gorgous family it appals me that humanity expects all of us to love stuffon a scren ewwwwwww! We had finally decied on"
311,2016-10,"Expensive, long lines, crowded, people not wearing masks properly, and not paying attention to social distancing with little enforcement from staff. Lunch was poor quality especially for the high cost. Stood in a line for fast and furious for 1 1/2 hours and then the ride got delayed. Another 30 minutes waiting for delay to end and another half hour to finally get on the ride. Hard to to more than a few rides with such long lines. Trying to do virtual lines on the app only worked for one ride. . Go to Disney instead. Sorry Universal but never again."
312,2016-10,"There were to many people there, don't they know this is a pandemic? What happened to limited capacity? If I am going to die going out in public CLOSE THE PUBLIC. Where is the common knowledge. The food was good though so I will be going back."
313,2016-10,I wanted to give kudos to Joe in FirstAid - super kind and helpful - typical of all our experiences at UOR!
314,2016-10,"The staff was friendly & kind. CiyWalk was great and had a lot to offer. Although lines were long, they moved along quickly & efficiently. Cons: Park reached capacity quickly. At the time of our visit Universal counted all people in their motels as well as people that came in the park and may have left. Advice: If Universal continues to count people the same way--Go early to secure your spot then you are able to re-enter in the PM. or--make dining reservations inside Universal and you are allowed in. The seemed to go over and above on COVID protocols. They had hand sanitizer EVERYWHERE and squirted it on you as you entered the rides."
315,2016-10,"We bought tickets for 4 days but due to the pandemia, we were able to do it very quickly because there were little waiting times. The best attractions for us were Hollywood Rip Ride rocket, Transformers, Shrek and The Simpsons. Harry Potter and the escape is super all the things around it but the attractions is not so good"
316,2016-10,"Pretty much every interaction we had with park staff was negative. Rude, sarcastic, impolite mostly:("
317,2016-10,"Very bad how they handled within the pandemic season pass holders. Three months extension during a pandemic is ridiculous. Enjoyed the parks for my kids while I was there, but they ripped me and my family off."
318,2016-10,"Here is what I have to say to Universal studios: You have a couple of nice parks, but you customer service and policies suck at the worst level. I bought our family season pass and then the pandemic hit. Okay, I understand, not their fault. They operantly closed for 3 months and re-opened in June. If you recall, June and July corona was at its peak. We called in September and they told us they were extending our passes until January 13. That would be 3 months more than our original expiry date. So I didn't think much of it until I visited the park in October and realized NO ONE WAS THERE. The hotel we normally stay at (Gaylord Palms) was completely empty. I think out of a thousand rooms, there was probably only 10 families. I could be exaggerating a bit on that!! Nevertheless, we arrived at the park only to realize, one of the park is closed and the 2 that are open have several rides that are closed. After thinking about it some more, here is what I find so lame by how they thought they paid back to loyal season holders; 1. They should have extended to all season holders to 6 months more, not 3. 2. No one in their right mind would have visited the parks until October of 2020. No one was at their parks in June, July, August and September. The capacity was only 25% and they only reached 10% 3. One park is completely closed and still closed. 4. Not all rides in the functional parks are activated, but most (to be fair). 5. Every time I speak to them on the telephone they give you such attitude, as if I'm just a greedy guy looking for handout after paying thousands of dollars for not using their parks during the pandemic. 6. Overall; I enjoyed the parks when they were open prior to pandemic, but during the pandemic, they should have done much more for season pass holders. It wouldn't have hurt them to extend to those who paid for season pass. This way, I would have continued. Such bad business stupidity. Unless they change their ways, you will not see me buying any season tickets to this park again. I really don't recommend buying the season tickets. Sorry"
319,2016-10,"We enjoyed our trip even with the pandemic running around. Crowds were very low and the wait times were ridiculously quick. We were able to make it through every ride as well as some multiple times. The only issue was due to masks creating fog during the rides that required goggles, but you put up with a little to get a lot! Go early, plan well, pay for the park hopper!"
320,2016-10,"I thought Universal Studios was just a ok experience. The park, however, was very clean and it looked beautiful. The park just didn't deliver the rides that I mostly like. I'm a coaster person. I did ride Rip Ride Rocket but I thought the ride experience was just sub par. Hulk and Hagrid's at Islands of Adventure are much better rides. I did like the Transformers area of the park. Themed very well. The 3-D ride there was good, but Spiderman at IoA was better in my opinion. The Men in Black ride was fun, shooting at other peoples vehicles to make them spin. We ate at a sea food place in Universal. I don't know the name of the place but it was very good. Probably the best food I have eaten in Orlando. If I knew the name of the place, I'd rate it 5 stars. Universal isn't a bad park, but it's not great either. That is the reason it earns a 3 star rating. Beware the mask police at Universal."
321,2016-10,3rd and last visit. Nazi like germ control staff .....like being chased down by Harry Potter forbidden ride staff because some of the hand sanitize dripped and “you must rub it in for 30 seconds “. The shop attendant at Honey Dukes was the rudest public shop attendant I have ever seen. Luna outside was pleasant selling the butter beer. Lumbard’s seafood grill was fair but costly. Half the shows are not open but still same prize. Hours shorter but parking is $26. Help in “the unprecedented times” is not coming from Universal that is for sure. So disappointed 😔 although the Hagrid ride was pretty awesome Still this hag is reformed
322,2016-10,"My wife and kids are huge Harry Potter fans and I purchased passes through Perks at Work, We where there for two days and really enjoyed it. The first day we did not purchase the fast pass and it was a long day. Second day I bit the BIG bullet and bought the fast passes. It definitely made the day much more enjoyable and we rode so many more rides. We opted for the single ride option since we wanted to ride as many things as we could. Really enjoyed it. The details given to the Harry Potter world are crazy and all of the Harry Potter rides are so much fun."
323,2016-10,"The best park from Universal, second to none. Go to the Simpsons and Harry Potter Ride, then anything else."
324,2016-10,"There were six in our party for a quick vacation. Our granddaughter is a big Harry Potter fan. We stayed at a partner hotel; there will be a separate review for that.  it was a great day! As soon as the park opened, my granddaughter and her aunt raced to the Wand Ceremony (is that what is is called? I no very little about this). They were first in line. What a production! The rest of the day was just as great. We did some virtual rides, something about Fast & Furious was my favorite.  After that, we took the train ride to Island Adventure. Dr. Seuss, Betty Boop, Popeye, and many other of my favorite characters.  And, of course, we ended the day with drinks at Margaritaville.  We had no issues with any thing that day. Frankly, I enjoyed this park better than that other attraction in Kissimmee."
325,2016-10,"BEWARE Seniors!  We just visited this week and we’re taken advantage of because we were seniors. We parked at Universal Studios and went into the park to visit some attractions like the Blues Brothers show, etc. first of all, we couldn’t find our way around because of the lack of maps. Secondly, we didn’t know that we were walking into the wrong park. There were so many signs, you couldn’t tell where you were going. It’s overwhelming. We ended up in the ride park (Island of Adventure). Well, I get sick in these rides. Our daughter likes Harry Potter so we went there. We didn’t realize that there’s Harry Potter in the other park too. After a few rides, we noticed that we were in the wrong park. There was little compassion at guest services. The supervisor said that they had a 20 minute wrong park policy. We were too long in one park after riding a couple of rides and having lunch. We were basically told tough luck. They could easily fix this problem by signing up for one park. We weren’t told that we were in the wrong park until we went to guest services. So for seniors, beware! While there was little explaining about the two park, they had lots of people trying to sell us the vacation experience aka timeshares. Also, beware of the offer of free money. They actually pestered us. We enjoyed Disney and SeaWorld but were very disappointed in Universal. Forget customer service as they are not helpful (Leslie). I would recommend that seniors pass on Universal."
326,2016-10,Masks and social distancing- ok fine but what they don’t disclose at all is you are required to allow them to squirt unknown and undisclosed ingredients into your hands before every single ride. No opt out allowed. It isn’t optional. You aren’t allowed to use your own either. For people with allergies or concerns about toxic loads in the body this is a nightmare. Offering is fine. Insistence without prior disclosure is a legitimate health nightmare.
327,2016-11,"Many shows are closed. In certain areas of the park (around Harry Potter castle and some others) social distancing is very difficult to maintain. Avoid parks during weekend. Crowds, crowds, almost no social distancing and long wait time. Overall experience is 4/5 given the circumstances. Virtual line is not as useful as similar system at Disney."
328,2016-11,"Enjoyed our visit to Universal. As a thrill seeker who enjoys roller coasters mostly, this was a nice alternative during the pandemic. Enjoyed The Wizarding world of Harry Potter/Daigon Alley area. Had to look for the entrance to Daigon as it's not marked which was cool. The Bourne Stuntacular was a very good show and would advise catching if you have the time. Not very busy during the week which was great and the weather couldn't have been more perfect. One thing I wish a lot of parks would adopt that Universal does is offer lockers for free at the rides instead of making you pay for one. You use your park ticket to rent and retrieve your items from the lockers. You'll have to use these as most attractions won't allow you to have your phone and loose articles."
329,2016-11,"Covid policies have ruined the parks. Rules are barely enforced, restaurants have no idea what's going on. Been to the parks many times. 2021 January is worst experience. Will not go back to parks for many years. Entire family."
330,2016-11,"I did not like the reservation system at Disney until I saw the alternative at Universal studios. During the holidays and probably beyond, Universal was operating at reduced capacity. Universal’s solution to determine who got in was first come, first served. Once capacity was reached, entry was closed which meant that we had to get there well before park opening time or our one day prepaid tickets would be worthless!!  The Good: At each attraction, staff applied hand sanitizer to all guests hands before and after the rides. There were plenty of hand sanitizing stations located around the park. The Leaky Cauldron had good food. The four-D rides such as Escape from Gringotts and transformers were fun. Once in the formally designated queue lines, social distancing was more achievable.  The Bad: Harry Potter World was a non-socially distanced mosh pit in the morning. Richters Burgers was mostly disappointing. The action in the transformers ride made one of our party nauseous with motion sickness.  The Ugly: The area between the security check and the entrance was a disorganized mess with no COVID protocols and two lines mashed together for the two separate park entrances.due to the urgency to get inside the parks before capacity was reached led to some bad crowd behavior. Fortunately we didn’t have to try to get a refund of non refundable tickets because we got in. We entered around 7:30. The park reached capacity at 8:10 AM, ten minutes past the published opening time! If we hadn’t heard that they were letting people enter early, we may not have made it in. The TV new ran stories on the rush to get in the day before we visited and warned people to get there early, which probably helped overwhelm the entry lines.  Clearly Universal was not prepared to handle crowds while trying to limit park capacity. Fortunately nobody in our party has contracted COVID in the subsequent weeks after our visit so we made it through. However we were worried about the potential exposure we faced at Universal."
331,2016-11,"We are Annual Pass holders and love the perks! We decided to enjoy the day at Universal Studios yesterday 1/22/21. The crowds were low, social distancing was followed, cleaning procedures were followed and we felt very safe in the park. Universal is our favorite park to visit! We look forward to returning soon for the Mardi Gras Festivities."
332,2016-11,"During covid there was almost no one at the parks. We got through the entire park and got on everything. No wait more than 5 minutes with the exception of having to schedule a virtual time for the fast and the furious. On every ride they made sure everyone put on hand sanitizer, skipped rows and you only were with your group not with other people. Everything had social distancing. A few things were closed. But we enjoyed not Having the crowds."
333,2016-11,"Kudos to the whole group of employees who walked around holding signs reminding people to wear masks properly, distance properly, and wash hands often. You all made the experience much better by reducing our stress in this reassuring way. Kudos to ride and attraction operators who also paused whatever they were doing to ask people to pull their masks up or keep their masks on during rides. Used to ride coasters more when I was younger, not so much now. 4D and 3D attractions were really good, but sometimes a bit much for me. One in particular was triggering: Jimmy Fallon's Race Through New York. If you've had a bad experience in a car crash I do not recommend it. The ""crashes"" feel like bumper cars, but it was still a bit much for me. Thankfully there was hot butterbeer to look forward to. :)"
334,2016-11,"We were there on 2 busy weekend days so obviously there were waiting lines at most attractions. Stil would recommend going to this theme park ANYTIME. You can spend the entire day here! attractions were awesome. Just not for the smallest/youngest kids, say till they are 10 years old."
335,2016-11,"I remember going to Universal in LA way back in 1993 and being blown away by the Back to the Future ride and even E.T! There was a tour of the movie sets with Psycho, Earthquake, King Kong, Jaws and Moses Red Sea being on the tour. It was unique and interesting.  But poor E.T hasn't aged well and probably needs to go home permanently. The Men In Black too was easy to forget. Jurassic Park also dated. These are films from a long time ago and Universal really needs to get with the times.  Plenty of food places and shops around. Easy to navigate. But other than Potter and the dated movie rides the rest is typical theme park fodder, when maybe its appeal was once in its uniqueness.  Potter steals the show, it's not great, but it is very good. If I was between 8 and 12, it would be unforgettable. It needs expanding and focusing on because this is unique to Universal."
336,2016-11,"First off, we haven’t visited here in 7-8 yrs, so we weren’t quite sure what was left from before. We knew Jaws and King Kong had been gone for quite some time(though we don’t like it): But we didn’t know Twister, and Terminator 2 were gone as well. Now the park feels a bit bare. There are a few oldies, ET, and Men n Black, but from there it’s slim pickings. Positives here include the entire Harry Potter area, including the ride, Escape from Gringotts, and Transformers, and maybe the Hollywood Rip Ride Rocket,and Insert crickets here____! Seriously, we can not find anything else worth noting. Maybe jaws wasn’t the greatest ride universal ever had(well, actually it was), but it gave substance to that huge lake area that now feels like a big nothing, you have to walk around, to get to something. So, what’s the purpose of keeping this area, complete with a shark hanging on the dock, hanging around? Also, T2 was a at least a show/attraction that seemed to always be worth sitting through: but it’s now gone as well. And twister, which hadn’t been there that long, is gone too. This attraction was at least worth a look at as well. Now, there’s Shrek, which is terrible, and some jimmy fallon ride through Hollywood attraction, which couldn’t end quick enough. The menion mayhem was ok, but not great. And our 90 min wait for Fast n Furious, ended with the ride breaking down just before we got our chance, so.... The Escape from Gringotts was an excellent ride. The attention to detail is amazing. And though I’m not the Harry Potter fanatic, this area of the park looks realistic from the bits of the movies I’ve seen. Transformers is a well thought out attraction too, though it can make one a little motion sick if you’re not used to it. And the Rip Rocket is an ok coaster, but not as exhilarating as others we’ve ridden. Overall, we feel this is now the weaker of the 2 parks. And don’t try doing both in one day, as you’ll end up running through, trying to get from attraction to attraction, and falling short. And though the express train is a neat way to connect the park, it isn’t worth the added cost. All n all, I’d skip this park, and either spend a full day at Islands of Adventure; or head 10 miles SW to, well, you know where... sorry."
337,2016-11,"I just returned from a fun-filled weekend with my daughter to Orlando, Florida. I'm 100% impressed with all the safety practices they have put in place.  Everyone wears masks (and designated workers are there to remind the occasional person who slips it off). Everything is sanitized. Everyone gets hand sanitizer before getting on a ride and stations are available after the ride. Safety shields are put between ride rows or they go every other row. Everyone is standing at least 6 feet apart in every line. Everyone's temperature is screened.  I highly recommend going to Universal and Island of Adventure. They put safety first and made our experience safe and fun."
338,2016-11,"As an Orlando resident, I have to say that Universal Studios Orlando is my absolute favorite theme park!  I will disclose that my wife works here, however I have loved this theme park well before I even met her. UO is the perfect park for any movie lover. While marquis attractions have gone away and new one taken their place, the experience is top notch from start to finish.  The rides are great, always improving and finding ways to add new value to your experience. However, you have not experienced Halloween until you've gone to Halloween Horror Nights. It is always voted as one of the top Halloween events across the country ever year and for good reason. The attention to detail, the house mazes and the entire environment will leave you wanting to come back year after year.  Other amazing events they put on is Mardi Gras (my other personal favorite), Rock the Universe (so much fun for those who are religious) and Grinchmas (my wife's favorite).  Definitely make plans to stop by on your next trip!"
339,2016-11,"There is so much to do at this park - from the regular ""old school"" rides to the newer 3-D and 4-D rides, there seems to be a little something for everyone. Diagon Alley is absolutely amazing. Even people who don't know much about the books/movies should be impressed. Those who are familiar with the stories will definitely appreciate the detail that went into this park!"
340,2016-11,"Very disappointed. Every attraction had lines that were a minimum of a 1hr wait. Most were longer. Virtual lines are a joke virtual never available. If it wasn't a hour or longer line or a virtual line with no available it was at capacity!!! Ridiculous. DONT WASTE YOUR MONEY OR TIME until the virus is gone! Life is too short for this type of vacation, it was not enjoyable standing in line."
341,2016-11,"We love going to Universal and we really appreciate the precautions being taken during this pandemic. They are really awesome at making sure people are wearing masks and sanitizing their hands to keep everyone safe. There are floor markers in all of the queues to make sure people stand 6 feet apart, unfortunately not all guests follow these markers and we often had people standing on top of us in line. Thankfully anytime we pointed this out to a staff member they quickly asked the people to move away from us. The staff here is great. We had an issue where we lost our Freestyle Souvenir cup on one of the rides. While retracing our steps we came across Emily at the Woody Woodpecker coaster and she was truly amazing. She checked the ride for us and when they couldn't find it she gave us great advice on what to do next. We ended up going to the nearest Food Expo where Esthere helped us get a brand new cup to replace it for free. They were both awesome and turned a bad situation in a great one for us."
342,2016-11,The parks were clean and employees are obviously trying to make it safe for people to enjoy during a pandemic. Lots of sanitizing taking place. Staff was exceedingly friendly and helpful. Easy to get around the park. Crowds were low and we had fast passes so we hopped on every ride. Food options were great. My kids loved eating in the Simpsons restaurant- there was lots of options there. Can’t wait to go back!
343,2016-11,"I want to start by saying under normal circumstances we love Universal however it was a mistake to come during Covid. You cannot even scratch your nose for 2 sec without someone yelling at you to put your mask back on and yes I mean yelling at you they are not nice about it in the least. No one said please or thank you. They were constantly playing a recording of a reminder to wear mask and practice social distancing and the voice was that of some super strict school marm. It felt like we were in a dictatorship country were you are constantly being watched and ordered around. You could visibly tell staff was stressed and unhappy they shuffled people through like hearing cattle. There were a few exceptions to this where staff were actually friendly and acknowledged the stressful atmosphere, however this was the exception. Because I have a smart watch I tried to not bring my phone into the park since they are not allowed on some rides and I didn't want to deal with lockers, however they will not let you order food at many restaurants in the park without using the app. I went knowing things would be different and I didn't have high expectations however I guess I didn't lower them enough because I did still want to have fun and enjoy myself and it definitely did not happen."
344,2016-11,"Family took trip to Florida we spent a day at universal Studios, park is lot of fun. We had a good time. Our group had one person with a disability they were very accommodating. Their was still a lot he could not do as an amputee. But the park did help accommodate him. We got the park hopper I do not recommend it during the winter season parks close early so you do not have time to enjoy both like you can in summer. Staff was much more friendly than their sister park."
345,2016-11,"We bought tickets for both parks, the shuttle brought us from universal Cabana bay hotel.  First trip over we walked to get voodoo donuts. The security guard would not let us in because our daughter had a shirt that had a tiny bad word on it you could hardly read unless you were focused on looking at her breasts. They would not let us turn it inside out, made us walk back to the hotel to change. When we went back into the park, music was playing with cuss words...so much for free speech. Shopped at a few stores, more profanity on shirts....i guess it’s ok to buy the stuff inside the park but don’t wear any into the park...makes total sense.  We arrived early to the park the second day and started riding the rides. Lines were not long and it was easy to get onto rides. The bathrooms were filthy and smelled. Workers were not friendly. Very rude and I never heard anyone say please or thank you. We were told thousands of times to pull our masks over our nose although my mask was stretched out from the rides it would not stay in place. Social distancing was good. Rides were fun. Lots of stuff was closed. Food that was open was gross and way overpriced. Most workers seemed to not speak much English. Not worth $700 for 4 people."
346,2016-11,"My family of 4 (parents with 15 yo and 9 yo) visited Universal Orlando (Universal Studios?)the week of Dec. 27, 2020. When we heard about the capacity limits, we were a bit concerned as they were NOT taking reservations to ensure entry like the other parks. However, we made a point to get up early each day and we got into the parks each time. Once in, they did a nice job of making people wear masks, giving hand sanitizer before each ride and marking 6 ft increments for standing in lines. Even though there were capacity limits (exactly what, they won't say) we thought the park seemed very busy and lines were long. We waited an average of 50 minutes for most rides, but posted times were usually twice what we actually waited. We did not pay for express lines but could see where it would be a smart purchase.... Food lines were also very long around lunch time so we ended up eating in City Walk. My family enjoyed all the rides like the Hulk, Spiderman, The Mummy, Rip Ride Rocket, Escape from Gringotts and more. The whole Harry Potter area was very busy, but that's what's popular! One thing I wish I had known: absolutely NO items can be in your pockets for the Rip Ride Rocket. This whole ride cue was crazy each of the 3 times we rode. The line was confusing, people shouting about lockers, some warning people about the No items in your pockets, people turning back.... I was really ticked off until we figured it out. Anyway, considered yourself warned!! Otherwise, fun day!"
347,2016-12,"Our experience was amazing through and through. We stayed at Royal Pacific Resort and either took the walking trail or water taxi to get in/out of the park. They did a great job at making sure masks were on and handing out sanitizer before every ride. I specifically want to give a shout-out to Brenda who was working at the Pteradon Flyers ride. She went above and beyond to make sure both me and my husband got to switch and ride with our daughter while making sure we didn’t wait too long. Also, Pat in Harry Potter world (Diagon Alley) was fun! She did a special little ceremony with an invisible trophy after challenging me to name all the gargoyles on a certain triangular shaped building. Thanks for an amazing time!"
348,2016-12,"For anyone thinking that the park is going to be less crowded or you will be able to go on more rides, this is not the case. The park is extremely crowded in certain areas and almost all wait times were over an hour and some close to 2 hours. We have been here before and we actually were even close to being able to ride on as many rides as we did last time we were there. We have a child with a disability and the disability pass did not help at all."
349,2016-12,"For a family of 4 at over $550 admission, you can find many others activities to do that you’ll enjoy more. We got there early at 8am and parked in premium (which is worth the $5 extra). All of the checkin part was easy. They take your temperature and have social distancing signs everywhere (although most people don’t pay attention.) The girls really enjoyed the Harry Potter area and we spent more money in there for lunch and accessories. The Mummy and roller coaster were closed. The fast and furious was a 2 hour wait. Some other attractions were shorter waits, but going on 4 or 5 attractions all before noon left nothing left to do the rest of the day with so many events closed. I would recommend a lower admission ticket price during this time since so many things closed ."
350,2016-12,I had a lot of fun I liked how they were taking precautions it’s masks the whole time and from what I could see the lines were very long but me and my family had fast passes the only thing I didn’t enjoy was the shortened hours
351,2016-12,"We visited the theme park on a Friday, and really enjoyed it. The wait times were minimal. We did arrive to the park before 9, but the gates opened at 9. We rode most of the rides before lunch. We also enjoyed the new crape place as well as butter bear. We ate lunch at Mels Dinner and the price was good for all the food we got. You did have to use hand sanitizer before every ride, but I completely understand that they are taking precautions to help keep the park open and safe. Definetly reccommend going in January."
352,2016-12,My first time here but we were not visiting the parks - we had reservations at the toothsome chocolate restaurant. I didn’t know city walk had the same entrance and parking as the parks. Parking was $26. The Parks were full but there were a lot of folks around the city walk shops and restaurants.
353,2016-12,This universal park is in need of some updating and some more attractions. Most of the rides on this side are virtual reality. Jimmy Fallon ride is fun and MIB is cute. The Wizarding World area and the Hogwarts express are the best parts of this park for sure.
354,2016-12,"Orwellian signs everywhere to comply or be removed, staff constantly nagging about masks. If I had taken it down for a second to get a breath of fresh air in the Florida heat, I was immediately yelled at. Staff was also incredibly rude. My boyfriend and I were the only ones in a cart on of the rides so we pulled our masks down, the music of the ride stopped and we were called over the loud speaker by employees to keep our masks on, despite the fact that there was no one else riding with us. Ordering food on the app was not very convenient considering there were a lot of people on the server. Not sure why it's not safe to place an order with an actual person? When getting off the Hulk, the employees announced the ride was closed because the area was at capacity when the line was actually much shorter and less crowded than when my group was in line. Volcano Bay this past summer is much more lax with masks considering it is a water park, which begs the question: why it's safe to not wear masks there and not in the other theme parks? Drop the act. Why they're so strict for a virus that has 99.9% survival rate is beyond me. Will not go back again until things go back to normal, if ever."
